"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 10/6/1920)"
Date,"7/9/2026 2:52:03 PM"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,"C:/Users/ANC/OneDrive - NIVA/Projects/2025/2025CLIMAX/WP1/RPackage/ecocx/inst/extdata/anchovy_bay_ecosim_ex.eiixml"
"<HEADER ecosim/>"
EcosimScenario,"Scene 1"
TimeSeries,-
StartYear,0
"<HEADER end/>"

Data,Value

timestep\group,1,2,3,4,5,6,7,8,9,10,11
82,0,0,6.737354,0.97387826,1.4548384,2.7948155,0.45985937,0,0,0,0
83,0,0,6.7644157,0.9757947,1.4586617,2.7974656,0.46259367,0,0,0,0
84,0,0,6.791034,0.9775903,1.4621485,2.7998269,0.46538547,0,0,0,0
85,0,0,7.1535773,1.0274872,1.4653184,2.8017135,0.46818912,0,0,0,0
86,0,0,7.17618,1.0284218,1.4681947,2.803413,0.47102776,0,0,0,0
87,0,0,7.1983633,1.0292819,1.4707965,2.8049552,0.47389996,0,0,0,0
88,0,0,7.2201066,1.0300739,1.473139,2.8063588,0.47680435,0,0,0,0
89,0,0,7.241394,1.0308037,1.4752363,2.807635,0.47974008,0,0,0,0
90,0,0,7.262216,1.0314769,1.4771024,2.8087873,0.48270676,0,0,0,0
91,0,0,7.28257,1.032099,1.4787518,2.8098178,0.4857038,0,0,0,0
92,0,0,7.3024535,1.0326759,1.4801996,2.8107255,0.4887302,0,0,0,0
93,0,0,7.321868,1.0332128,1.4814618,2.811511,0.49178436,0,0,0,0
94,0,0,7.340812,1.0337147,1.4825542,2.8121777,0.49486423,0,0,0,0
95,0,0,7.3592863,1.0341855,1.4834925,2.8127306,0.49796724,0,0,0,0
96,0,0,7.37729,1.0346286,1.4842917,2.813177,0.50109065,0,0,0,0
97,0,0,7.7553186,1.0859157,1.4849669,2.8136256,0.5042518,0,0,0,0
98,0,0,7.7659435,1.0857348,1.485533,2.8139873,0.50743574,0,0,0,0
99,0,0,7.77621,1.0855699,1.4860036,2.8142822,0.51064026,0,0,0,0
100,0,0,7.78613,1.0854268,1.4863905,2.8145294,0.5138632,0,0,0,0
101,0,0,7.7957125,1.0853088,1.4867036,2.8147485,0.517103,0,0,0,0
102,0,0,7.804966,1.0852168,1.4869521,2.8149562,0.5203588,0,0,0,0
103,0,0,7.8138995,1.0851501,1.4871436,2.815168,0.5236304,0,0,0,0
104,0,0,7.8225207,1.0851073,1.4872857,2.8153982,0.52691793,0,0,0,0
105,0,0,7.8308387,1.0850861,1.487385,2.8156595,0.5302223,0,0,0,0
106,0,0,7.8388634,1.0850838,1.4874483,2.8159633,0.5335445,0,0,0,0
107,0,0,7.8466043,1.0850979,1.4874818,2.81632,0.5368859,0,0,0,0
108,0,0,7.8540735,1.0851258,1.4874918,2.8167396,0.5402484,0,0,0,0
109,0,0,8.248941,1.1386552,1.4874834,2.8170621,0.5435951,0,0,0,0
110,0,0,8.250246,1.1378685,1.4874667,2.8175316,0.54695606,0,0,0,0
111,0,0,8.251483,1.1371355,1.4874476,2.8181713,0.55033773,0,0,0,0
112,0,0,8.25265,1.1364576,1.4874297,2.8189936,0.55374634,0,0,0,0
113,0,0,8.253752,1.1358356,1.4874157,2.8200026,0.55718863,0,0,0,0
114,0,0,8.254799,1.1352712,1.4874092,2.821197,0.56067145,0,0,0,0
115,0,0,8.255805,1.1347655,1.4874151,2.8225725,0.5642014,0,0,0,0
116,0,0,8.2567835,1.1343207,1.4874395,2.8241246,0.56778485,0,0,0,0
117,0,0,8.2577505,1.1339386,1.4874903,2.8258493,0.5714273,0,0,0,0
